Desc	HOG	A_obtectus	A_verrucosus	B_siliquastri	C_chinensis	C_maculatus	C_septempunctata	D_melanogaster	D_ponderosae	I_luminosus	P_pyralis	R_ferrugineus	T_castaneum	T_molitor	Z_morio
(null)	N0.HOG0000120	3	13	3	4	3	4	14	4	3	12	8	15	20	31
(null)	N0.HOG0000121	2	19	8	0	2	11	1	6	53	14	1	1	9	9
(null)	N0.HOG0000125	0	2	0	0	0	4	3	2	12	2	0	1	12	2
(null)	N0.HOG0000126	5	12	1	4	0	17	2	7	13	15	0	0	3	5
(null)	N0.HOG0000127	2	0	2	6	1	1	1	0	2	9	0	2	0	2
(null)	N0.HOG0000130	0	0	0	2	1	2	2	0	0	0	0	0	0	0
(null)	N0.HOG0000131	0	0	0	1	0	0	1	0	0	1	0	0	0	0
(null)	N0.HOG0000132	0	0	0	0	0	0	1	0	0	1	0	0	0	0
(null)	N0.HOG0000135	22	13	1	8	9	9	1	4	38	9	1	2	2	1
(null)	N0.HOG0000136	0	0	0	0	0	3	2	1	3	0	12	0	0	0
(null)	N0.HOG0000137	0	0	0	0	1	0	1	0	2	0	1	0	0	0
(null)	N0.HOG0000138	5	0	0	0	0	0	6	1	1	1	0	0	0	0
(null)	N0.HOG0000139	44	0	1	0	3	2	2	1	3	6	12	0	4	0
(null)	N0.HOG0000140	5	9	3	2	6	8	6	1	26	8	6	8	17	14
(null)	N0.HOG0000141	12	8	9	9	10	4	2	3	7	21	6	8	9	11
(null)	N0.HOG0000142	2	26	3	2	4	4	1	2	19	13	6	9	17	10
(null)	N0.HOG0000145	11	10	5	8	8	1	2	6	4	1	11	5	19	25
(null)	N0.HOG0000156	0	0	5	9	20	0	1	5	2	1	0	2	5	4
(null)	N0.HOG0000157	0	0	2	1	7	0	3	6	5	3	10	3	6	10
(null)	N0.HOG0000159	1	1	1	1	1	1	3	1	1	2	4	2	3	2
(null)	N0.HOG0000160	1	3	1	2	2	2	1	4	3	7	4	1	1	1
(null)	N0.HOG0000161	1	8	1	1	2	1	1	0	1	1	0	8	10	19
(null)	N0.HOG0000164	17	2	4	5	5	9	1	4	1	19	1	1	3	1
(null)	N0.HOG0000165	1	0	0	0	4	1	1	1	1	0	0	0	0	0
(null)	N0.HOG0000166	4	0	2	2	4	2	1	2	2	5	0	1	2	1
(null)	N0.HOG0000169	1	11	1	2	0	9	1	7	8	7	0	0	9	4
(null)	N0.HOG0000170	1	10	1	2	0	6	1	8	10	2	1	1	5	1
(null)	N0.HOG0000171	2	2	1	2	0	1	1	1	0	1	1	1	1	0
(null)	N0.HOG0000172	1	1	1	1	1	0	4	0	0	1	0	1	2	2
(null)	N0.HOG0000173	1	12	1	1	1	3	4	2	22	16	1	7	6	2
(null)	N0.HOG0000174	2	7	3	5	1	4	11	3	19	13	0	13	17	10
(null)	N0.HOG0000177	9	11	6	3	1	6	3	4	6	10	5	12	19	12
(null)	N0.HOG0000179	6	7	8	12	13	1	2	9	4	3	6	4	15	16
(null)	N0.HOG0000182	3	4	4	3	5	2	2	2	3	2	2	3	4	3
(null)	N0.HOG0000183	1	0	1	1	1	2	1	1	2	1	2	1	1	1
(null)	N0.HOG0000184	2	4	2	2	3	2	4	4	4	4	5	3	5	2
(null)	N0.HOG0000185	1	1	1	1	1	0	1	1	1	1	1	1	1	0
(null)	N0.HOG0000186	1	0	1	2	3	0	1	1	2	1	1	1	1	2
(null)	N0.HOG0000187	1	1	1	1	1	0	1	1	1	1	1	1	1	1
(null)	N0.HOG0000188	4	3	4	4	4	1	7	4	6	7	5	4	4	5
(null)	N0.HOG0000190	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	N0.HOG0000191	0	1	1	1	1	0	2	0	2	0	0	1	1	3
(null)	N0.HOG0000193	0	0	0	0	0	0	2	0	10	3	0	0	0	0
(null)	N0.HOG0000194	0	19	0	0	0	2	2	0	2	0	0	7	22	5
(null)	N0.HOG0000198	15	7	7	9	12	4	1	8	10	3	2	6	9	9
(null)	N0.HOG0000200	27	3	6	15	15	5	1	4	2	14	2	1	1	5
(null)	N0.HOG0000204	6	20	6	7	7	4	6	2	14	6	7	4	10	1
(null)	N0.HOG0000210	2	0	1	1	1	0	1	0	0	0	1	0	1	0
(null)	N0.HOG0000211	0	0	0	0	0	1	1	1	1	1	0	1	0	1
(null)	N0.HOG0000212	2	0	1	1	0	1	1	0	1	1	1	0	0	0
(null)	N0.HOG0000213	0	0	0	0	0	1	1	0	0	0	2	0	0	0
(null)	N0.HOG0000214	0	1	1	1	1	2	1	1	1	4	2	3	3	3
(null)	N0.HOG0000215	6	1	7	6	1	2	1	2	1	1	4	1	3	1
(null)	N0.HOG0000216	1	1	1	1	1	0	1	1	1	0	1	1	1	1
(null)	N0.HOG0000217	1	0	0	1	0	0	1	2	1	1	1	0	0	0
(null)	N0.HOG0000218	5	13	3	4	4	1	1	6	2	1	5	12	8	13
(null)	N0.HOG0000219	0	0	0	0	0	1	1	1	1	0	0	0	0	0
(null)	N0.HOG0000220	13	5	7	12	8	3	5	10	0	0	8	7	10	6
(null)	N0.HOG0000221	8	8	1	4	0	18	2	1	20	20	0	0	7	8
(null)	N0.HOG0000232	1	1	1	1	1	1	3	0	1	3	1	1	1	1
(null)	N0.HOG0000233	0	0	0	0	0	0	1	0	28	2	0	0	0	1
(null)	N0.HOG0000234	1	0	1	1	1	2	5	2	3	8	0	2	2	11
(null)	N0.HOG0000239	1	1	1	2	1	1	2	1	1	1	1	1	1	1
(null)	N0.HOG0000240	1	0	1	2	1	0	1	0	1	0	2	1	1	0
(null)	N0.HOG0000241	3	2	2	3	4	3	1	7	9	17	3	2	2	4
(null)	N0.HOG0000242	16	2	0	5	13	22	1	1	8	10	0	0	3	8
(null)	N0.HOG0000244	3	7	1	2	2	4	4	4	18	16	3	9	9	7
(null)	N0.HOG0000245	0	0	0	0	0	1	1	0	0	0	0	0	1	0
(null)	N0.HOG0000246	0	0	0	0	0	1	20	0	1	0	0	0	0	0
(null)	N0.HOG0000247	0	0	0	0	0	0	8	0	1	0	0	0	0	0
(null)	N0.HOG0000248	0	0	0	0	0	10	24	0	13	1	0	0	3	0
(null)	N0.HOG0000260	11	2	9	7	14	4	1	4	8	9	13	1	2	0
(null)	N0.HOG0000262	2	1	2	3	4	1	1	1	2	3	1	1	1	1
(null)	N0.HOG0000263	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0000264	1	3	1	2	1	5	1	1	2	3	1	2	3	3
(null)	N0.HOG0000265	1	2	1	1	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0000266	2	2	2	2	1	2	1	2	1	2	2	2	2	2
(null)	N0.HOG0000267	1	1	1	1	1	1	1	0	2	2	1	1	1	1
(null)	N0.HOG0000268	3	4	3	5	2	4	1	0	5	2	5	3	4	2
(null)	N0.HOG0000271	1	2	2	1	2	1	1	1	2	2	2	1	1	2
(null)	N0.HOG0000273	2	0	2	2	2	2	1	1	1	1	2	2	2	0
(null)	N0.HOG0000274	3	4	3	3	3	1	1	2	2	4	2	2	2	3
(null)	N0.HOG0000275	0	0	0	0	0	0	1	0	2	0	0	0	0	0
(null)	N0.HOG0000276	8	5	4	5	8	7	1	3	7	10	5	6	5	6
(null)	N0.HOG0000278	9	1	9	6	10	5	3	2	12	9	1	4	4	7
(null)	N0.HOG0000279	0	1	0	0	0	0	1	2	1	1	0	1	0	0
(null)	N0.HOG0000280	0	0	0	0	0	0	4	0	1	0	0	0	0	0
(null)	N0.HOG0000282	2	2	2	2	2	3	4	3	11	6	2	2	2	4
(null)	N0.HOG0000283	3	4	1	1	1	2	1	2	5	6	2	2	2	3
(null)	N0.HOG0000284	5	10	3	5	8	4	1	2	13	13	2	4	6	6
(null)	N0.HOG0000291	1	1	2	2	1	2	1	1	1	1	2	1	1	1
(null)	N0.HOG0000293	4	2	3	4	3	3	1	1	2	2	3	2	2	3
(null)	N0.HOG0000294	0	0	0	0	0	0	1	0	0	1	1	0	0	0
(null)	N0.HOG0000296	11	1	2	0	23	6	1	0	14	0	2	1	0	17
(null)	N0.HOG0000302	1	2	1	59	3	2	1	3	0	1	0	1	0	3
(null)	N0.HOG0000303	0	7	0	1	2	0	2	2	4	1	0	0	2	0
(null)	N0.HOG0000304	0	6	0	2	2	14	9	0	11	2	0	1	1	6
(null)	N0.HOG0000305	6	5	5	6	8	3	2	10	2	13	7	3	2	4
(null)	N0.HOG0000307	3	2	5	5	3	1	1	1	7	3	1	2	2	2
(null)	N0.HOG0000308	2	2	2	2	1	3	2	3	1	2	2	4	6	6
(null)	N0.HOG0000311	3	1	2	2	2	2	4	2	1	1	2	2	2	2
(null)	N0.HOG0000313	1	1	1	1	1	1	2	2	2	1	1	1	1	2
(null)	N0.HOG0000314	3	1	3	3	3	1	1	1	5	1	1	1	1	2
(null)	N0.HOG0000315	5	3	3	4	3	1	4	8	8	4	3	3	8	17
(null)	N0.HOG0000316	3	8	3	6	5	4	1	2	8	9	2	7	8	9
(null)	N0.HOG0000317	1	13	1	1	1	4	2	4	9	2	2	7	14	14
(null)	N0.HOG0000319	7	1	1	5	7	0	2	2	32	6	2	2	1	6
(null)	N0.HOG0000324	1	1	1	1	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0000326	0	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	N0.HOG0000328	0	4	0	0	0	2	2	2	1	0	2	2	4	5
(null)	N0.HOG0000329	1	1	1	1	1	1	2	1	3	0	1	1	1	4
(null)	N0.HOG0000338	2	0	1	0	2	5	5	0	3	2	4	0	0	0
(null)	N0.HOG0000339	10	0	0	0	0	0	1	0	1	0	0	0	1	0
(null)	N0.HOG0000340	21	0	1	0	0	0	1	0	5	5	0	0	0	0
(null)	N0.HOG0000342	1	8	2	1	1	1	6	5	2	4	6	9	11	13
(null)	N0.HOG0000345	0	14	0	0	0	1	1	0	1	3	0	10	30	10
(null)	N0.HOG0000349	0	0	0	0	0	0	1	0	2	0	0	0	0	0
(null)	N0.HOG0000350	2	1	1	2	1	1	1	0	1	0	1	1	3	1
(null)	N0.HOG0000351	2	4	3	4	4	1	3	2	4	5	3	4	6	5
(null)	N0.HOG0000354	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	N0.HOG0000355	0	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	N0.HOG0000357	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	N0.HOG0000358	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	N0.HOG0000359	2	4	1	1	2	1	6	5	5	2	5	4	4	4
(null)	N0.HOG0000362	7	7	5	6	6	4	2	3	5	7	6	3	3	4
(null)	N0.HOG0000365	1	1	1	1	1	1	1	1	27	29	1	1	1	1
(null)	N0.HOG0000370	0	0	0	2	2	1	1	0	0	0	0	0	0	4
(null)	N0.HOG0000371	0	0	0	0	0	0	1	0	0	0	0	0	0	1
(null)	N0.HOG0000372	1	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0000373	2	2	2	2	2	3	1	2	1	0	2	1	1	2
(null)	N0.HOG0000374	1	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0000375	3	4	3	3	4	2	2	3	9	14	3	7	4	6
(null)	N0.HOG0000376	0	0	0	0	0	0	5	0	0	0	0	0	0	4
(null)	N0.HOG0000377	2	0	4	1	5	1	2	1	1	4	1	4	2	30
(null)	N0.HOG0000378	6	9	6	5	4	2	2	1	8	9	1	3	6	5
(null)	N0.HOG0000383	1	6	1	1	1	5	1	2	2	12	2	6	16	10
(null)	N0.HOG0000384	1	0	1	0	0	0	1	1	1	1	1	1	1	0
(null)	N0.HOG0000385	0	0	0	0	0	0	1	0	2	0	0	0	0	3
(null)	N0.HOG0000386	0	1	0	0	0	1	2	1	1	0	1	1	0	0
(null)	N0.HOG0000390	0	0	0	0	0	0	1	0	3	0	0	0	0	0
(null)	N0.HOG0000391	0	0	0	0	0	0	3	0	10	7	0	0	0	0
(null)	N0.HOG0000394	0	1	0	0	0	1	5	0	13	2	0	2	2	3
(null)	N0.HOG0000395	0	2	0	0	0	2	9	0	13	8	0	0	2	1
(null)	N0.HOG0000397	4	5	2	3	2	4	1	4	9	11	2	5	4	9
(null)	N0.HOG0000399	7	9	4	4	4	1	1	4	3	1	6	7	13	1
(null)	N0.HOG0000401	0	9	0	0	0	4	3	1	10	6	3	3	5	21
(null)	N0.HOG0000406	0	0	0	0	1	2	1	0	0	0	0	0	0	0
(null)	N0.HOG0000407	0	0	0	0	0	3	1	0	0	0	0	0	0	0
(null)	N0.HOG0000409	10	0	0	0	1	2	1	0	0	3	0	0	0	0
(null)	N0.HOG0000411	2	9	2	2	2	1	2	2	6	4	1	6	10	15
(null)	N0.HOG0000413	3	1	1	1	1	0	2	0	1	1	1	1	1	1
(null)	N0.HOG0000414	43	0	0	0	0	1	1	2	0	0	1	0	0	0
(null)	N0.HOG0000415	2	7	2	2	3	2	2	4	2	4	7	10	6	10
(null)	N0.HOG0000416	7	5	4	5	4	5	1	4	5	7	4	5	4	3
(null)	N0.HOG0000424	1	1	1	1	1	11	3	1	12	6	1	6	2	15
(null)	N0.HOG0000427	1	2	0	4	13	5	1	0	14	10	0	0	5	7
(null)	N0.HOG0000429	0	0	0	0	20	7	1	0	10	12	0	0	0	12
(null)	N0.HOG0000431	1	1	1	0	1	1	2	1	1	1	1	1	1	1
(null)	N0.HOG0000432	0	2	1	1	1	2	3	3	2	2	3	3	4	3
(null)	N0.HOG0000433	1	2	1	1	2	1	1	1	2	1	1	1	1	1
(null)	N0.HOG0000436	0	0	0	0	0	0	1	0	55	5	0	0	0	0
(null)	N0.HOG0000437	1	0	1	1	1	1	1	1	0	1	1	1	1	1
(null)	N0.HOG0000440	0	0	0	0	0	0	3	0	0	0	1	0	0	0
(null)	N0.HOG0000441	0	1	0	0	0	0	1	2	0	0	11	0	0	0
(null)	N0.HOG0000444	6	2	8	5	15	2	2	2	4	6	2	4	2	0
(null)	N0.HOG0000445	4	1	5	5	3	4	2	3	7	7	4	2	0	13
(null)	N0.HOG0000449	1	1	1	1	2	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0000450	4	1	5	6	6	1	1	1	5	9	1	1	1	1
(null)	N0.HOG0000453	5	7	3	5	3	1	1	3	2	2	2	4	11	10
(null)	N0.HOG0000454	2	9	2	2	1	9	1	2	0	0	3	5	9	14
(null)	N0.HOG0000459	2	1	2	2	2	2	1	4	1	2	4	2	1	3
(null)	N0.HOG0000460	3	1	3	4	3	1	2	2	2	2	3	1	1	1
(null)	N0.HOG0000462	0	13	0	0	1	0	1	2	2	4	2	5	11	17
(null)	N0.HOG0000464	0	1	0	0	0	1	9	1	7	5	1	1	2	1
(null)	N0.HOG0000465	2	2	2	3	3	2	1	1	3	2	3	2	1	1
(null)	N0.HOG0000467	1	6	1	1	0	7	1	1	8	2	1	7	6	15
(null)	N0.HOG0000468	2	3	3	2	4	8	3	4	6	3	2	5	5	7
(null)	N0.HOG0000469	5	1	2	6	15	1	1	2	13	1	9	0	0	1
(null)	N0.HOG0000471	3	9	2	3	2	2	1	1	10	4	2	6	6	5
(null)	N0.HOG0000472	1	3	1	1	1	2	2	1	3	3	2	3	21	12
(null)	N0.HOG0000475	2	0	1	2	1	3	1	1	1	1	2	1	1	1
(null)	N0.HOG0000476	1	3	3	3	3	3	1	2	3	4	3	3	3	3
(null)	N0.HOG0000479	0	0	0	0	0	0	2	0	0	1	0	0	0	0
(null)	N0.HOG0000480	0	5	0	0	0	4	2	2	8	9	1	7	7	8
(null)	N0.HOG0000483	2	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0000484	2	1	1	1	2	1	1	0	0	1	2	1	1	1
(null)	N0.HOG0000485	2	3	2	2	3	2	1	1	1	2	2	1	1	2
(null)	N0.HOG0000486	0	1	0	0	0	1	1	1	0	2	1	1	1	1
(null)	N0.HOG0000488	0	2	0	0	0	1	3	0	2	0	1	2	3	3
(null)	N0.HOG0000489	1	2	1	1	4	0	1	0	1	6	1	1	0	0
(null)	N0.HOG0000490	1	1	1	1	1	2	6	1	11	16	1	3	3	7
(null)	N0.HOG0000492	4	1	4	3	3	0	6	3	4	3	2	5	5	12
(null)	N0.HOG0000505	12	1	5	8	6	1	2	1	3	7	4	1	1	2
(null)	N0.HOG0000506	4	6	4	4	3	2	1	3	2	2	2	5	6	10
(null)	N0.HOG0000512	2	1	3	2	2	2	2	6	1	1	3	1	1	3
(null)	N0.HOG0000513	2	1	2	3	5	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0000514	6	3	3	4	3	4	1	3	1	1	2	5	6	11
(null)	N0.HOG0000516	6	3	5	4	4	4	1	4	4	6	3	3	3	3
(null)	N0.HOG0000517	4	5	4	5	4	3	1	2	2	6	2	5	5	5
(null)	N0.HOG0000521	1	1	1	1	1	0	4	0	0	0	0	1	1	1
(null)	N0.HOG0000522	0	7	0	0	0	0	1	0	0	0	0	6	5	8
(null)	N0.HOG0000524	1	0	0	0	0	0	2	1	0	0	0	0	0	0
(null)	N0.HOG0000525	2	3	2	2	5	3	4	2	9	6	2	2	3	4
(null)	N0.HOG0000526	1	6	7	1	4	1	10	1	6	4	1	4	2	5
(null)	N0.HOG0000528	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	N0.HOG0000529	1	6	2	2	2	4	8	3	11	2	4	2	2	2
(null)	N0.HOG0000531	6	3	4	5	8	6	2	1	0	0	7	1	5	4
(null)	N0.HOG0000532	1	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0000533	1	1	1	2	1	1	1	1	1	2	0	1	1	2
(null)	N0.HOG0000534	1	2	1	1	1	1	1	1	1	2	1	1	4	2
(null)	N0.HOG0000537	1	1	1	1	1	1	1	1	1	1	1	1	1	0
(null)	N0.HOG0000538	1	0	2	3	2	1	1	4	2	3	2	2	2	1
(null)	N0.HOG0000539	1	0	1	1	1	1	1	1	2	1	1	1	1	0
(null)	N0.HOG0000540	0	0	0	0	0	1	1	0	0	0	0	0	0	1
(null)	N0.HOG0000541	1	5	1	1	4	1	15	1	8	3	1	2	3	3
(null)	N0.HOG0000543	5	4	2	3	5	3	3	1	2	3	5	8	4	4
(null)	N0.HOG0000545	0	5	0	0	0	0	3	3	5	2	0	1	9	24
(null)	N0.HOG0000549	3	4	3	2	3	6	1	4	9	2	2	2	5	5
(null)	N0.HOG0000550	2	18	0	0	0	1	1	2	11	8	3	0	1	4
(null)	N0.HOG0000554	1	1	1	3	2	1	1	1	20	11	1	0	1	6
(null)	N0.HOG0000555	2	7	3	5	4	1	1	3	3	4	3	7	5	2
(null)	N0.HOG0000560	2	10	2	2	2	4	1	2	2	2	2	5	8	6
(null)	N0.HOG0000562	1	5	1	1	1	2	3	3	2	3	3	11	7	6
(null)	N0.HOG0000565	5	1	4	4	6	3	2	5	2	2	5	3	5	2
(null)	N0.HOG0000566	6	3	3	3	7	3	1	7	1	1	5	3	3	3
(null)	N0.HOG0000572	13	2	1	0	1	11	1	1	8	5	0	3	1	1
(null)	N0.HOG0000573	3	3	4	1	1	5	1	12	13	0	0	0	3	2
(null)	N0.HOG0000576	6	2	3	4	3	2	1	2	4	8	4	3	3	3
(null)	N0.HOG0000579	3	1	1	2	2	1	1	3	1	1	1	1	1	1
(null)	N0.HOG0000580	1	3	1	2	1	1	1	2	3	2	2	3	3	3
(null)	N0.HOG0000581	3	2	3	3	3	7	1	5	3	4	5	3	3	3
(null)	N0.HOG0000582	2	1	1	3	1	0	1	4	2	6	1	1	0	1
(null)	N0.HOG0000583	1	1	1	2	1	2	2	1	8	2	1	1	0	1
(null)	N0.HOG0000585	0	1	4	0	4	3	1	0	7	14	0	0	0	14
(null)	N0.HOG0000587	0	1	0	0	0	0	7	0	19	13	0	1	3	4
(null)	N0.HOG0000590	3	4	3	2	3	6	1	4	3	2	3	4	1	8
(null)	N0.HOG0000591	3	3	2	2	5	3	3	2	4	6	2	4	4	4
(null)	N0.HOG0000596	4	2	4	3	7	3	3	3	2	4	3	4	2	3
(null)	N0.HOG0000599	1	4	1	1	1	1	1	3	16	4	1	3	5	5
(null)	N0.HOG0000602	45	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	N0.HOG0000608	2	5	1	1	1	1	4	2	9	3	2	4	4	7
(null)	N0.HOG0000609	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	N0.HOG0000610	2	2	1	1	1	0	4	6	3	2	4	4	4	10
(null)	N0.HOG0000611	0	1	0	0	0	0	2	1	0	0	1	1	1	1
(null)	N0.HOG0000612	4	2	3	3	4	2	1	1	3	6	2	2	3	2
(null)	N0.HOG0000613	1	1	2	2	1	1	1	4	3	13	1	1	1	14
(null)	N0.HOG0000614	2	4	2	2	2	2	2	2	2	7	4	5	4	6
(null)	N0.HOG0000617	1	0	1	1	1	1	1	1	1	1	2	1	1	1
(null)	N0.HOG0000618	4	1	1	3	1	1	1	1	1	1	3	3	5	5
(null)	N0.HOG0000620	11	1	2	1	5	3	1	0	0	8	0	1	3	9
(null)	N0.HOG0000621	1	1	2	1	2	1	1	1	1	1	2	1	1	1
(null)	N0.HOG0000622	0	0	1	1	1	1	1	1	1	1	1	0	0	2
(null)	N0.HOG0000623	2	2	2	1	1	1	1	0	1	1	2	1	1	1
(null)	N0.HOG0000624	1	3	2	2	2	6	3	4	1	2	4	8	3	4
(null)	N0.HOG0000625	1	6	1	1	1	1	2	1	6	0	2	7	8	8
